"json_pointer","value_type","value","runtime_home","feeding_status","consumer_path","master_plan_effect"
"/plan/budget/ownerTargets/sinkingFundsNamed/1","string","home insurance","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNamed/2","string","Fusion","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNamed/3","string","Burrards","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNamed/4","string","travel","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNamed/5","string","Christmas","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNamed/6","string","annual bills","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNamed/7","string","emergency/buffer","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/ownerTargets/sinkingFundsNote","string","Named by the owner but NOT quantified, so no amount is modelled for them. Property tax and CRA are carried as reserves from the historical record; the Fusion and Burrard commitments are dated on the calendar with owner-stated amounts. Home insurance, Christmas, travel, annual bills and the emergency top-up have no figure and are OWNER DECISION REQUIRED - the workbook would supply them.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/cardCaveat","string","The historical averages below are total household spending — chequing, cards and PayPal. The forecast deducts the weekly cap as CASH from the household chequing accounts, but only card MINIMUMS as debt service. Spending at the historical rate on the cards would therefore show a healthy cash line while the card balances grew. The cap is a cash instruction, and it only holds if the spending is actually paid for rather than carried.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/id","string","groceries","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/label","string","Groceries","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/from/0","string","Groceries","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/plannedMonthly","number","1800","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/ownerLine","string","Groceries","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/0/why","string","OWNER TARGET WINS. $1,800 against an $1,839.66 historical average — the household has set a figure a little under what it has been spending, which is a decision about the next 90 days rather than a description of the last eighteen months.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/id","string","fuel","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/label","string","Fuel & transport","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/from/0","string","Fuel & transport","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/plannedMonthly","number","1300","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/ownerLine","string","Transportation / Gas","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/1/why","string","OWNER TARGET WINS. $1,300 against $989.13 historical. The target is HIGHER than the average, so this is the household budgeting for more fuel than it has recently used, not less. Carried as stated.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/id","string","household","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/label","string","Household supplies & utilities","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/from/0","string","Household","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/plannedMonthly","number","150","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/ownerLine","string","Household","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/2/why","string","OWNER TARGET WINS. $150 against $366.19 historical, which includes the $124 FortisBC bill now dated on the calendar. The target covers supplies only, so FortisBC is subtracted from it.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/id","string","health","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/label","string","Medical & health","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/from/0","string","Health","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/plannedMonthly","number","100","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/ownerLine","string","Medical","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/3/why","string","OWNER TARGET WINS. $100 against $347.23 historical. A large planned reduction on an irregular category — worth watching, because medical costs are not very compressible and the historical figure may reassert itself.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/4/id","string","telecom","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/4/label","string","Phones & internet","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/4/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/4/from/0","string","Telecom","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/4/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/4/why","string","Shaw is dated at $78.40 and subtracted. The remainder is the Telus phone bills, which stopped leaving any captured account in March 2026 — the route is unknown, so the cost is carried inside the cap rather than dated.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/5/id","string","insurance","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/5/label","string","Insurance","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/5/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/5/from/0","string","Insurance","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/5/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/5/why","string","BCAA and ICBC are both dated on the calendar, and together they exceed the historical average because the ICBC policy is only five months old. The dated figures are the better current authority, so nothing extra is carried in the cap.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/id","string","pets","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/label","string","Pets","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/class","string","essential","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/from/0","string","Pets","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/plannedMonthly","number","110","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/ownerLine","string","Dog food","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/6/why","string","OWNER TARGET WINS DECISIVELY. $110 for dog food against $11.01 historical — the record is plainly not capturing pet spending, most likely because it is bought inside grocery shops and categorised as Groceries. The owner figure is the better fact.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/7/id","string","propertytax","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/7/label","string","Property tax","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/7/class","string","reserve","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/7/from/0","string","Property tax","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/7/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/7/why","string","An annual lump, historically paid partly from the HELOC and partly by Amanda. No instalment falls inside this window, so it must NOT be inside the weekly cap — but it is a real cost and is shown as a reserve so a surplus is not mistaken for free money.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/8/id","string","tax","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/8/label","string","CRA & union dues","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/8/class","string","reserve","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/8/from/0","string","Tax","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/8/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/8/why","string","CRA instalments, some settled from Amanda's account. Same treatment as property tax: real, but not a dated household cash cost inside this window.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/id","string","restaurants","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/label","string","Dining out & takeaway","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/from/0","string","Restaurants","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/plannedMonthly","number","800","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/ownerLine","string","Restaurants / Takeout","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/9/why","string","OWNER TARGET WINS. $800 against $1,384.70 historical — the single largest planned reduction in the budget, and the main reason the discretionary line is affordable.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/id","string","shopping","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/label","string","Shopping","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/from/0","string","Shopping","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/plannedMonthly","number","600","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/ownerLine","string","Personal","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/10/why","string","OWNER TARGET WINS, MAPPING NEEDS CONFIRMATION. The owner line is called 'Personal' at $600; the nearest thing in the transaction record is Shopping at $1,156.33. They may not be the same concept — 'Personal' often means per-adult spending money. Applied because ignoring an explicit target is worse than an imperfect mapping, but flagged for the owner to confirm.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/11/id","string","travel","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/11/label","string","Travel","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/11/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/11/from/0","string","Travel","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/11/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/11/why","string","Episodic rather than monthly — heavily concentrated in May–July 2026 and near zero outside it. No trip is known to fall inside this window, so the historical average almost certainly overstates the next 90 days. It is left at the historical figure rather than zeroed because zeroing it would be a guess; the effect is that the discretionary requirement shown is CONSERVATIVE. Confirming there is no trip would release roughly this much.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/id","string","sport","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/label","string","Children & sports","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/from/0","string","Sport & fitness","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/plannedMonthly","number","250","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/ownerLine","string","Sports / Activities","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/12/why","string","OWNER TARGET WINS, AND IS KEPT SEPARATE FROM THE SEASON FEES. $250/month of ordinary sports and activities. The Fusion and Burrard commitments are dated sinking-fund items on the calendar and are NOT netted off this line — doing so previously drove recurring sports to $0, which is not what the household budgeted. Fit4Less at $25/month IS dated and recurring, so it is subtracted, leaving $225.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/13/id","string","entertainment","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/13/label","string","Entertainment","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/13/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/13/from/0","string","Entertainment","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/13/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/13/why","string","Cinema, events and games outside the PayPal channel. Small against the total, entirely optional, and the easiest row on this table to move to zero for a month if the plan needs it.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/id","string","subscriptions","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/label","string","Subscriptions","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/from/0","string","Subscriptions","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/plannedMonthly","number","300","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/ownerLine","string","Subscriptions","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/targetSource","string","owner-stated-2026-08-10","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/14/why","string","OWNER TARGET WINS. $300 against $158.86 historical. Higher than the average, which suggests the budget anticipates subscriptions the record has not yet caught. Carried as stated.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/15/id","string","school","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/15/label","string","School & clubs","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/15/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/15/from/0","string","School & clubs","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/15/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/15/why","string","School fees and club dues outside the dated lacrosse commitments.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/16/id","string","paypal","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/16/label","string","PayPal — online & app spend","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/16/class","string","discretionary","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/16/from/0","string","@paypal","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/16/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/16/why","string","Gaming, Apple services, streaming and food delivery. Drawn from chequing as funding pulls, which the spending series deliberately excludes to avoid counting the same purchase twice — so it is added here from the PayPal exports instead.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/17/id","string","uncategorised","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/17/label","string","Uncategorised","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/17/class","string","unknown","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/17/from/0","string","Uncategorised","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/17/plannedMonthly","null","","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/categories/17/why","string","4.5% of spending that no merchant pattern matches. It is real money leaving real accounts, so it is counted as REQUIRED alongside the essentials — treating it as discretionary would quietly assume it can be cut.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/excluded/0/from","string","Business","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/budget/excluded/0/why","string","Amanda's coaching costs. Pass-through spending settled from her own account, not household money — counting it here would charge the household for a cost it does not pay.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/policy","string","protect-then-highest-cost","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/provenance","string","derived","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/provenanceNote","string","DERIVED PLAN POLICY, not an owner instruction. Neither Dale nor Amanda has stated or approved this ordering; it was derived by the implementation from the current financial facts — the penalty-rate clock on the TD credit card, the over-limit fee on the Cash Back Visa, and the HELOC crossing its own limit inside the window. It was previously presented as a household decision, which no owner statement supported. The ordering is offered as a recommendation and remains open to the owner overridin...","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/target","string","cashback","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/summary","string","The next surplus dollar goes to the TD Cash Back Visa: it is the highest rate the household pays at 26.99%, and it is the only card currently over its limit, so paying it down removes an interest charge and a monthly over-limit fee at the same time.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/0/rank","number","1","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/0/rule","string","Protect the required payments","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/0/why","string","Every dated minimum and the mortgage come first. A missed minimum on the TD credit card is the most expensive event available to this household — a fifth one restarts the 24.99% penalty rate for another twelve months.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/1/rank","number","2","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/1/rule","string","Cover the opening timing gap","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/1/why","string","The 12 August registrations cannot clear on $79.84. Nothing else in the plan matters until they can.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/2/rank","number","3","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/2/rule","string","Correct the over-limit conditions","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/2/why","string","The TD Cash Back Visa is $612.43 over its $5,000 limit and is charged a $29 monthly over-limit fee on top of 26.99% interest. Getting it back inside the limit is a guaranteed return, not a forecast one.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/3/rank","number","4","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/3/rule","string","Hold the $500 household buffer","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/3/why","string","Below that, an ordinary mistimed bill becomes an NSF fee and an overdraft charge, which is how the last twelve months produced $145/month of avoidable bank fees.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/4/rank","number","5","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/4/rule","string","Fund the essential variable spending","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/4/why","string","Groceries, fuel, phones and medical. Cutting these to service debt is how a plan gets abandoned in week three.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/5/rank","number","6","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/5/rule","string","Stop new HELOC and revolving growth","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/5/why","string","The HELOC capitalises about $814 a month with nothing repaying it, and passes its own limit inside this window on that alone. Any new draw brings that date forward. This ranks above extra repayment because growth compounds against every future month.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/6/rank","number","7","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/6/rule","string","Direct verified surplus to the highest effective-cost consumer debt","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/order/6/why","string","By rate that is the TD Cash Back Visa at 26.99%, then the TD credit card at its 24.99% penalty rate, then Triangle at 21.99%. Effective cost, not headline rate: the Cash Back card also carries the over-limit fee, which makes its real cost higher still.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/nextDollar/note","string","Encoded explicitly so the plan cannot quietly apply a different one, and evaluated against current facts rather than applied blindly: the ordering puts stopping HELOC growth above extra card repayment specifically because the HELOC breaches its limit inside this window without anyone borrowing another dollar. See provenanceNote — this is Atlas's recommendation, not a household decision.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/0/what","string","Fund the 12 August registrations — Amanda's account, or failing that the HELOC","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/0/amount","number","1050","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/0/due","string","2026-08-11","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/0/why","string","Both registrations are paid on the same day and total $623.00; the household accounts hold $79.84. Cards and the overdraft cannot cover it — combined they reach $348.11. That leaves two sources, and they are not equal. Amanda releasing about $1,050 from her tennis account costs nothing and adds no debt. The HELOC reaches the amount but should be the last resort, not the fallback: it capitalises about $814 a month with nothing repaying it and passes its own limit on 30 September as it stands, ...","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/0/status","string","open","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/0/owner","string","Amanda, then both","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/1/what","string","Fund the Fusion camp","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/1/amount","number","786","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/1/due","string","2026-08-16","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/1/why","string","The largest single item before month-end, landing two days after payday. The date is approximate — confirm it, because a week earlier would breach the low point.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/1/status","string","open","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/2/what","string","Pay the TD credit card minimum","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/2/amount","number","94.03","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/2/due","string","2026-08-17","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/2/why","string","A fifth missed minimum restarts the 24.99% penalty-rate clock for another twelve months.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/2/status","string","open","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/3/what","string","Get the Cash Back Visa back under $5,000","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/3/amount","number","762.36","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/3/due","string","2026-09-01","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/3/why","string","The September minimum includes the $612.43 over-limit excess. Posting it by the 1st — before the statement closes on the 7th — stops the $29 monthly over-limit fee.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/3/status","string","open","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/4/what","string","Agree a standing transfer from Amanda's account","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/4/amount","number","1100","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/4/due","string","2026-08-15","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/4/why","string","The household side runs on $79.84 while $2,691.85 sits in her account, and the transfers across are ad hoc — 127 of them, mostly $100 to $350. A fixed amount on a fixed day after her 15th and month-end pay would remove this whole class of problem and make the plan predictable instead of a guess about timing.","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/4/status","string","open","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
"/plan/actions/4/owner","string","Both","data.json","load-bearing engine input","public/forecast.js → Plan/Modellers","yes"
